"Column_Variable","Column_Variable_Label","Column_Variable_Value","Column_Variable_Value_Label","Row_Variable","Row_Variable_Label","Row_Variable_Value","Row_Variable_Value_Label","Subtable_Variable","Subtable_Variable_Label","Subtable_Variable_Value","Subtable_Variable_Value_Label","Statistic","Estimate","Standard_Error","Relative_Standard_Error","Weighted_Sample_Size","Confidence_Intrval_95pct_Lwr_Bnd","Confidence_Intrval_95pct_Upr_Bnd"
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","72.133006","1.5398588","2.1347493","302270","69.11","75.15"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","9.837366","1.0111221","10.2783821","41223","7.86","11.82"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","8.387591","0.9407720","11.2162363","35148","6.54","10.23"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","9.642037","0.9418074","9.7677225","40405","7.80","11.49"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","419046","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","75.546000","2.2594607","2.9908410","121071","71.12","79.97"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","7.209444","1.3531324","18.7688882","11554","4.56","9.86"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","7.659217","1.3793090","18.0084851","12275","4.96","10.36"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","9.585339","1.3723533","14.3172118","15362","6.90","12.28"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","100.000000","","","160262","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","70.345248","2.1130044","3.0037628","178678","66.20","74.49"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","11.542945","1.3705999","11.8739185","29319","8.86","14.23"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","8.608658","1.2614523","14.6532975","21866","6.14","11.08"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","9.503149","1.3242907","13.9352841","24138","6.91","12.10"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","100.000000","","","254001","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","52.713942","13.5366198","25.6793921","2521","26.18","79.25"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","7.314128 !!","6.1127262","83.5742361","350","-4.67","19.30"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","21.053787 !!","12.1936594","57.9167046","1007","-2.85","44.95"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","18.918144 !","9.4297021","49.8447528","905","0.44","37.40"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","13","$60,000 - $64,999","Percentage","100.000000","","","4783","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","72.018832","1.5618168","2.1686228","284690","68.96","75.08"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","9.118304","0.9343667","10.2471542","36045","7.29","10.95"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","8.540067","1.0695023","12.5233488","33759","6.44","10.64"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","10.322798","0.9590597","9.2906951","40806","8.44","12.20"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","395300","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","75.763283","2.2552585","2.9767170","125650","71.34","80.18"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","6.694427","1.3262430","19.8111496","11102","4.09","9.29"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","6.727901","1.4526016","21.5907106","11158","3.88","9.57"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","10.814389","1.7869196","16.5235367","17935","7.31","14.32"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","100.000000","","","165845","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","69.498853","2.2483611","3.2351053","156335","65.09","73.91"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","10.851140","1.4071470","12.9677340","24409","8.09","13.61"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","9.653687","1.6163439","16.7432798","21716","6.49","12.82"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","9.996319","1.2522048","12.5266583","22486","7.54","12.45"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","100.000000","","","224946","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","14","$65,000 - $69,999","Percentage","100.000000","","","‡","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","68.456996","1.8997067","2.7750367","234761","64.73","72.18"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","10.656022","1.2141314","11.3938523","36543","8.28","13.04"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","9.184249","1.1472984","12.4920219","31496","6.94","11.43"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","11.702733","1.4489698","12.3814657","40132","8.86","14.54"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","342932","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","71.855178","2.2638129","3.1505215","113023","67.42","76.29"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","9.509604","1.2445952","13.0877717","14958","7.07","11.95"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","7.357866","1.2483098","16.9656506","11573","4.91","9.80"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","11.277352","1.9694124","17.4634292","17738","7.42","15.14"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","100.000000","","","157292","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","65.778751","2.9347405","4.4615327","120732","60.03","71.53"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","11.727625","1.9891712","16.9614155","21525","7.83","15.63"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","10.462777","1.7919133","17.1265551","19204","6.95","13.97"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","12.030847","2.2448920","18.6594672","22082","7.63","16.43"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","100.000000","","","183543","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","15","$70,000 - $74,999","Percentage","100.000000","","","‡","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","73.746981","1.6786670","2.2762519","255454","70.46","77.04"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","10.902437","1.3193346","12.1012815","37765","8.32","13.49"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","7.008925","0.9167488","13.0797343","24278","5.21","8.81"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","8.341657","1.1501890","13.7884966","28895","6.09","10.60"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","346392","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","76.951734","2.5713351","3.3414908","126639","71.91","81.99"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","6.958695","1.4271452","20.5088067","11452","4.16","9.76"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","6.423976","1.3611966","21.1893153","10572","3.76","9.09"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","9.665596","2.0152077","20.8492858","15907","5.72","13.62"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","100.000000","","","164570","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","70.458056","2.6293863","3.7318462","125766","65.30","75.61"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","14.698279","2.2950043","15.6141022","26236","10.20","19.20"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","7.626168","1.2332829","16.1717247","13613","5.21","10.04"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","7.217498","1.1994364","16.6184530","12883","4.87","9.57"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","100.000000","","","178498","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","16","$75,000 - $79,999","Percentage","100.000000","","","‡","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","75.569788","1.1265071","1.4906845","426270","73.36","77.78"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","10.460525","0.8567411","8.1902303","59005","8.78","12.14"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","7.280007","0.6595589","9.0598665","41065","5.99","8.57"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","6.689681","0.5910175","8.8347648","37735","5.53","7.85"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","564075","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","77.943118","1.7454274","2.2393605","184950","74.52","81.36"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","8.838439","1.1170502","12.6385462","20973","6.65","11.03"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","7.852579","1.0639700","13.5493066","18633","5.77","9.94"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","5.365865","0.8739565","16.2873383","12733","3.65","7.08"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","100.000000","","","237289","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","73.986572","1.4801296","2.0005382","238082","71.09","76.89"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","11.723307","1.1603544","9.8978422","37724","9.45","14.00"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","6.758218","0.9711219","14.3694974","21747","4.85","8.66"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","7.531904","0.8187167","10.8699838","24237","5.93","9.14"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","100.000000","","","321790","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","64.821149","14.8810535","22.9570963","3238","35.65","93.99"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","6.166898 !!","3.8580103","62.5599818","308","-1.39","13.73"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","13.693903 !!","10.1093959","73.8240662","684","-6.12","33.51"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","15.318051 !!","9.3593344","61.1000356","765","-3.03","33.66"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","17","$80,000 - $89,999","Percentage","100.000000","","","4995","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","75.676212","1.2416862","1.6407879","426045","73.24","78.11"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","10.979627","0.9307921","8.4774473","61814","9.16","12.80"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","6.252637","0.6970298","11.1477743","35201","4.89","7.62"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","7.091525","0.7255059","10.2306043","39924","5.67","8.51"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","562984","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","78.173504","1.8225157","2.3313727","191174","74.60","81.75"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","11.404561","1.6235077","14.2356000","27890","8.22","14.59"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","4.923535","0.8679829","17.6292610","12041","3.22","6.62"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","5.498399","0.9349967","17.0048893","13446","3.67","7.33"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","100.000000","","","244551","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","73.871874","1.5802354","2.1391571","230730","70.77","76.97"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","10.736630","1.0883193","10.1365074","33535","8.60","12.87"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","7.008955","0.9604881","13.7037278","21892","5.13","8.89"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","8.382541","1.0885942","12.9864461","26182","6.25","10.52"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","100.000000","","","312339","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","67.940363","14.3224849","21.0809660","4141","39.87","96.01"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","6.382650 !!","4.9443944","77.4661745","389","-3.31","16.07"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","20.821748 !!","13.1108992","62.9673308","1269","-4.88","46.52"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","4.855239 !!","3.2138222","66.1928771","296","-1.44","11.15"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","18","$90,000 - $99,999","Percentage","100.000000","","","6095","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","76.221504","1.3627623","1.7878974","381374","73.55","78.89"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","8.978426","0.7718580","8.5968073","44923","7.47","10.49"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","7.628306","0.7939116","10.4074435","38168","6.07","9.18"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","7.171764","0.8243481","11.4943558","35884","5.56","8.79"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","500349","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","81.531286","1.8485179","2.2672498","200903","77.91","85.15"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","5.740518","1.0499500","18.2901604","14145","3.68","7.80"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","6.258335","1.0869150","17.3674792","15421","4.13","8.39"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","6.469861","1.1567491","17.8790415","15942","4.20","8.74"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","100.000000","","","246411","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","71.305199","1.8814186","2.6385434","175971","67.62","74.99"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","12.176731","1.1325457","9.3009011","30051","9.96","14.40"
